"annotation_id","conversation_id","tweet_id","created_at","sampling_stratum","text_display","primary_intent","secondary_intent","confidence","is_ambiguous","needs_discussion","notes"
"b01_0015","conv_1201537","1201537","2017-10-15 22:26:54","random","Can’t remember the last time I did NOT sit in overflow after an @AmericanAir flight. Such a waste of time","","","","","",""
"b01_0016","conv_1220147","1220147","2017-10-25 14:57:26","random","@AmericanAir hello, we were delayed 8 hours yesterday. How do we claim compensation?","","","","","",""
"b01_0017","conv_1232017","1232017","2017-11-25 19:40:40","random","@AmericanAir we fly often and pay enough for our seats, to not have to have them changed 2 minutes before boarding our first out of 2 flights - Is this how you treat your customers?","","","","","",""
"b01_0018","conv_1272226","1272226","2017-10-16 07:10:28","random","@AmericanAir customer service reps at PHX assistance at gate A4 are RUDE AS FUCK https://t.co/TLlA3QcBSO","","","","","",""
"b01_0019","conv_1295943","1295943","2017-10-26 21:32:00","random","I'm at American Airlines Admirals Club - @americanair in Miami, FL https://t.co/CU3fEy9Yeu","","","","","",""
"b01_0020","conv_1341083","1341083","2017-10-27 15:18:10","random","@AmericanAir You’re my 2nd least fave airline. Flight was an hour late and now ground crew isn’t here at gate. Going to miss my connection 🙄","","","","","",""
"b01_0021","conv_1343135","1343135","2017-10-27 16:03:35","random","Gracias a @AmericanAir llevo más de 2 horas atrapadas en un avión... definitivamente es la peor aerolínea por estos lados!","","","","","",""
"b01_0022","conv_1366584","1366584","2017-10-27 21:17:56","random","@AmericanAir every passenger on flight 5465 from DCA to Charleston had to check their carryon saying to “won’t fit”. Clearly there’s room. https://t.co/ZMGsBNUgFI","","","","","",""
"b01_0023","conv_1413707","1413707","2017-10-28 19:48:06","random","Booooooooooo @AmericanAir 🙄🙄🙄🙄 sincerely flight 2207","","","","","",""
"b01_0024","conv_1450375","1450375","2017-11-02 16:50:11","random","@AmericanAir Hi.. if I took a flight from JFK to HKG that was 12k miles, why do I only get 8k award miles?  Isn't it one for one?","","","","","",""
"b01_0025","conv_1462967","1462967","2017-11-26 01:44:27","random","@AmericanAir Pathetic service! Spoke to an associate on phone over a refund request. They charge $200 for rescheduling trips. Don't be fooled if they don't call it a cancellation fee. While rescheduling they just mention you would have to pay the difference.","","","","","",""
"b01_0026","conv_1500921","1500921","2017-11-03 15:24:49","random","Landed 25 minutes ago at LA still on plane because they have no one to open the door.  Really?? @AmericanAir","","","","","",""
"b01_0027","conv_1512365","1512365","2017-11-03 17:52:43","random","Hey @AmericanAir Shawn at LBB does not get paid enough. He’s fantastic. Your flight service is another story.","","","","","",""
"b01_0028","conv_1522528","1522528","2017-10-17 00:03:55","random","@AmericanAir YOU canceled our RESERVATIONS to SFO  now you are giving us a hard time about crediting our account.REALLY?#winecountryfires","","","","","",""
"b01_0029","conv_1542198","1542198","2017-11-03 22:28:31","random","Flying @AmericanAir !","","","","","",""
"b01_0030","conv_1600794","1600794","2017-11-05 04:49:23","random","@AmericanAir 🤦‍♂️ takes my money for a flight I had to cancel and wants to charge me 400 to use the 600 I gave them originally. #crooks","","","","","",""
"b01_0031","conv_1615825","1615825","2017-10-31 16:25:20","random","@AmericanAir I'm going to see my brother's military graduation the end of November. I could use a promo code to help me save on my flight 😁","","","","","",""
"b01_0032","conv_1633436","1633436","2017-11-05 19:01:22","random","@AmericanAir seems to be confusing therapists and personal assistants.","","","","","",""
"b01_0033","conv_1644778","1644778","2017-11-06 00:43:06","random","@AmericanAir you have a real star employee named Gina at the Seattle airport!She has been killing it for ea person that's needed help.#raise","","","","","",""
"b01_0034","conv_1656073","1656073","2017-10-17 14:27:09","random","@AmericanAir disappointed in you guys. Grounds crew jammed the tow bar in, delayed for 1 hour. Hire staff that knows what they’re doing.","","","","","",""
"b01_0035","conv_1656085","1656085","2017-10-17 14:17:53","random","Finally about to take off! #worsttravelexperienceever thanks @AmericanAir !!!! #delayAirline #AA","","","","","",""
"b01_0036","conv_1667263","1667263","2017-10-17 15:17:37","random","@AmericanAir what a poor value proposition it is 2 be an #EXP @67387 no longer worth being a loyal customer #13years &amp; going @Delta","","","","","",""
"b01_0037","conv_1710242","1710242","2017-11-07 01:00:49","random","@AmericanAir why has only 1/4 of my flights departed/arrived on time","","","","","",""
"b01_0038","conv_1771250","1771250","2017-11-08 00:38:58","random","@AmericanAir why is it every time I fly with you guys the flight is either incredibly late or is cancelled?","","","","","",""
"b01_0039","conv_1846149","1846149","2017-10-19 18:28:54","random","@AmericanAir love the benefits that we can’t use ... lots of 500 mile upgrades that are as useful as your customer service 😂","","","","","",""
"b01_0040","conv_185691","185691","2017-10-04 15:11:25","random","@AmericanAir im trying to get a refund! you're stealing me more than $700and no one contact me!I have a video of your personal insulting me!","","","","","",""
"b01_0041","conv_1865447","1865447","2017-10-20 16:52:38","random","Why is the process of adding my mileage more of a hassle than an ease?! Please advise @AmericanAir.","","","","","",""
"b01_0042","conv_1874548","1874548","2017-10-21 21:51:11","random","Wtf when I booked mine and Z's flight to Miami I booked us in seats next to each other. Suddenly we aren't @AmericanAir ?","","","","","",""
"b01_0043","conv_1886714","1886714","2017-10-23 13:15:01","random","Off to @46163 !! / Starting things off right with champagne in a plastic cup! Thanks @AmericanAir","","","","","",""
"b01_0044","conv_1967444","1967444","2017-10-31 13:21:23","random","How about an upgrade on my next leg, @AmericanAir since it's my birthday?","","","","","",""
"b01_0045","conv_1985408","1985408","2017-11-02 04:49:36","random","@AmericanAir you made me cry and made my already broken heart worse. I missed my connection to my moms memorial, and arrived late..💔😭😠","","","","","",""
"b01_0046","conv_1996313","1996313","2017-11-03 15:46:35","random","@AmericanAir so thanks to my original flight leaving late, then arriving late, I missed my connecting flight - the next one is in 2 hours.","","","","","",""
"b01_0047","conv_2037517","2037517","2017-10-18 22:13:00","random","@AmericanAir you've delayed my dca to lax flight for over an hour due to a late stewardess? Really?? Who does that!!??","","","","","",""
"b01_0048","conv_2091557","2091557","2017-11-30 19:41:34","random","plzzzzz let me fly home to see my family for Christmas :( @AmericanAir","","","","","",""
"b01_0049","conv_2098680","2098680","2017-11-20 18:50:48","random","As a customer and AAdvantage member, I feel ashamed as @AmericanAir scams its customers. They charge for special seats that are not how they are reflected on the selection page.","","","","","",""
"b01_0050","conv_2108141","2108141","2017-11-08 10:40:44","random","@122828 Why isn’t anyone at the Priority/First Class Check in?? I paid extra so I won’t have to wait in the line! #Notcool #disappointed https://t.co/GZISaqM7tM","","","","","",""
"b01_0051","conv_2131927","2131927","2017-11-08 19:07:28","random","@AmericanAir Why would it take 1/2 hour, and still waiting, to get bags from #421 from DC?","","","","","",""
"b01_0052","conv_2189608","2189608","2017-11-09 20:05:16","random","It was a privilege to serve @315398 on @AmericanAir today! #triedtoremaincalm #hopeididnotfangirltoohard","","","","","",""
"b01_0053","conv_2210094","2210094","2017-11-10 02:07:58","random","@AmericanAir So we wait for a plane to leave one gate. Now reassigned a new gate. Waiting on a plane there. #areyoufreakingkidding","","","","","",""
"b01_0054","conv_2210173","2210173","2017-11-10 02:20:40","random","Damn it. I did it again. Delays for days. Back on DL tomorrow. You are a terrible airline, @AmericanAir https://t.co/0A8bGD23CK","","","","","",""
"b01_0055","conv_2233754","2233754","2017-11-10 16:13:03","random","@AmericanAir happy snowy day at ORD! https://t.co/FPZOEusfWB","","","","","",""
"b01_0056","conv_2239073","2239073","2017-11-10 13:58:12","random","@AmericanAir Why??? A reason would be nice, considering you're adding 30 minutes to my travel time today https://t.co/xRZ9SenPOS","","","","","",""
"b01_0057","conv_2245008","2245008","2017-11-10 22:06:18","random","@AmericanAir How much checked baggage I am allowed as an One world sapphire member booking a ticket on basic economy for flight within US?","","","","","",""
"b01_0058","conv_2296099","2296099","2017-11-12 20:55:09","random","@AmericanAir your customer complaint form is broken 🙄. Where can I mail a letter?","","","","","",""
"b01_0059","conv_2296848","2296848","2017-11-12 12:39:08","random","@AmericanAir really starting a bad mood for the whole day. Can't believe you let them be the firat customer interaction #CustomerServicefail","","","","","",""
"b01_0060","conv_2300340","2300340","2017-10-19 20:33:21","random","@AmericanAir... today they are saying their is something wrong with the paperwork of two of the passengers on the plane!","","","","","",""
"b01_0061","conv_2321706","2321706","2017-10-19 23:32:06","random","Awesome @AmericanAir #AA1387 went from a 5:20pm departure to a 9:30pm departure.  😡","","","","","",""
"b01_0062","conv_234921","234921","2017-10-05 12:51:56","random","@AmericanAir A22 Pre-Check DFW sure all these people pay for pre-check especially the children!!!! #dontblametsa https://t.co/y1o4BTnpR7","","","","","",""
"b01_0063","conv_2363483","2363483","2017-11-13 21:32:19","random","@AmericanAir Thanks to Alisa Scott at the Platinum desk. The best customer service I ever had!! She is one of the reasons I fly AA","","","","","",""
"b01_0064","conv_2366575","2366575","2017-11-13 22:49:25","random","Always a nice view flying in and out of San Diego @AmericanAir https://t.co/PLujrzfqcy","","","","","",""
"b01_0065","conv_2369878","2369878","2017-11-13 23:40:52","random","Hey @AmericanAir way to list your flight as ""non-stop"" when it was actually a through flight. A four hour layover was a fun surprise.","","","","","",""
"b01_0066","conv_2373654","2373654","2017-10-29 07:35:06","random","@AmericanAir The largest plane I’ve ever flown in is the AA 757 and the A321, I’m eager to experience flying on a larger plane.","","","","","",""
"b01_0067","conv_2413154","2413154","2017-11-14 16:43:21","random","How cool!  @AmericanAir Announces New Service from #DFW to #Reykjavik, Iceland! https://t.co/1wgwrTj3ZP https://t.co/woeE9kXIHL","","","","","",""
"b01_0068","conv_248276","248276","2017-10-05 16:07:26","random","So far I’ve told 3 ppl to get off their phones in the new #ORD #AdmiralsClub QuietRoom @AmericanAir - #introvertproud","","","","","",""
"b01_0069","conv_2584631","2584631","2017-11-16 22:39:53","random","@AmericanAir Thank you Term D #admiralsclub agent who cleared our middle seat on flt36 #emptymiddleseat #DFW #firstleg","","","","","",""
"b01_0070","conv_2621395","2621395","2017-11-17 16:07:49","random","@AmericanAir never fails to disappoint. I’d like to depart on time for once. Fix your broken ass planes. A sack of potatoes can run an airline better than you morons.","","","","","",""
"b01_0071","conv_2710229","2710229","2017-11-20 01:32:14","random","@AmericanAir it would be helpful to advise of the reason the flight is delayed when it’s sitting at the jetway...","","","","","",""
"b01_0072","conv_2721563","2721563","2017-11-26 23:02:08","random","I specifically booked my flight so I would land in time to watch @3634 on #SNF but apparently @AmericanAir has another plan for me with a 3 hours + counting #delay #ugh #whereistheflightcrew","","","","","",""
"b01_0073","conv_2729549","2729549","2017-11-20 14:34:44","random","Seriously @AmericanAir I can't prepay for my pet &amp; have to see a ticket agent?! It's 2017... You might as well snail mail me my tickets too!","","","","","",""
"b01_0074","conv_2748732","2748732","2017-11-20 23:17:12","random","Amazing view of today’s sunset. @AmericanAir flight 1857 28,000 feet above Washington DC, row 17, seat F https://t.co/hSJr3iRvSX","","","","","",""
"b01_0075","conv_2755129","2755129","2017-11-20 21:02:01","random","I WILL NEVER FLY @AmericanAir EVER AGAIN. Thanks for not letting me gate check my daughters stroller! Now i have to carry a 1.5 yr old through one of the busiest airports!!! SO FRUSTRATING","","","","","",""
"b01_0076","conv_2783717","2783717","2017-11-21 17:17:52","random","@AmericanAir flight 1572 sitting on the run way for almost an hour. No gate to pull in. SAD","","","","","",""
"b01_0077","conv_2784936","2784936","2017-11-21 17:56:22","random","@AmericanAir help! I forgot to use the promo code when booking, can it be added after the fact??","","","","","",""
"b01_0078","conv_27966","27966","2017-11-01 10:32:01","random","Thanks @AmericanAir agents in Albany and gate F26 in Philly for getting me home early yesterday. #timeisagift #neighborhoodtrickortreatfun","","","","","",""
"b01_0079","conv_2804658","2804658","2017-11-22 01:57:30","random","@AmericanAir policy change request - please give priority to those with connecting flights. Just had to say “excuse me, please, flight boarding in 10 minutes” all the way from the back of the plane. Thankfully people were nice and I️ made it! Phew.","","","","","",""
"b01_0080","conv_2807954","2807954","2017-11-27 01:00:45","random","@AmericanAir, any bonus Advantage miles? Our pilot just walked off the plane to go home. We are now really late.","","","","","",""
"b01_0081","conv_2814078","2814078","2017-11-27 01:53:58","random","About sums up our experience thusfar on @116450  / Flight dayed three times, different answer as to why each time. Customer service doesn't want to find a creative solution to get us near SFO sooner. Miss the @AmericanAir experience! https://t.co/LttmMpUO5C","","","","","",""
"b01_0082","conv_2815163","2815163","2017-11-27 02:44:22","random","They made up for it with free upgrade to 1st class! Thanks @AmericanAir, sorry I doubted you!","","","","","",""
"b01_0083","conv_2817529","2817529","2017-11-27 04:02:19","random","@AmericanAir checked my mom’s carryon  &amp; misplaced it. I must publicly thank the baggage claim team 4 working tirelessly the past 24hrs to locate the luggage with  medication. Luggage delivered! Thx you 👌🏽👌🏽✈️","","","","","",""
"b01_0084","conv_2821385","2821385","2017-11-27 07:09:52","random","Love sitting on the runway for an hour 🙄 #sarcasm @AmericanAir @108206 @108207 #5monthspregnant 🤰 sooo need to be off this flight! ✈️","","","","","",""
"b01_0085","conv_2841271","2841271","2017-11-27 16:47:40","random","@AmericanAir I had a flight canceled and was thrown on another flight in Oct.  Just now realizing that I didn't get my miles, but don't have info on that new flight to put in a request or ticket # because it was booked via a corp travel agent.  Can you help? It is 4 flights total","","","","","",""
"b01_0086","conv_2844796","2844796","2017-11-27 17:26:33","random","Thanks @AmericanAir for forcing us to check a carry on when there is plenty of overhead bins free on the plane.","","","","","",""
"b01_0087","conv_2863050","2863050","2017-10-31 19:20:59","random","@AmericanAir #disappointing #AA524 #PHL #TPA #NOTOK","","","","","",""
"b01_0088","conv_2924121","2924121","2017-11-29 02:53:42","random","@AmericanAir trying to contact your american numbers via skype and nothing is working, any help?","","","","","",""
"b01_0089","conv_2968550","2968550","2017-11-29 23:23:54","random","I sure wish @AmericanAir would swap out the embraer 145 with 170s or crj900s.  No first class is horrible.","","","","","",""
"b01_0090","conv_298402","298402","2017-10-02 11:15:37","random","Unfortunately this delay is not acceptable. Flight @AmericanAir #AA4279. You have changed time three times on Monday morning.","","","","","",""
"b01_0091","conv_307021","307021","2017-10-06 23:21:46","random","In which @AmericanAir decides it is better to delay 90 people rather than bump someone they upgraded back down to steerage #brokenseatbelt","","","","","",""
"b01_0092","conv_327144","327144","2017-10-07 16:14:15","random","just so you know, flight attendant Victoria on AA2097 deserves a medal! How she handles difficult passengers with a smile and grace -wow @AmericanAir She’s a keeper!! And she’s just friendly","","","","","",""
"b01_0093","conv_347838","347838","2017-10-08 05:42:44","random","@AmericanAir is still bae❤️✈️ #firstclass https://t.co/Mn3Di1MTat","","","","","",""
"b01_0094","conv_398942","398942","2017-10-12 01:46:50","random","@AmericanAir worst customer service at check in and curbside . I travel for a living . Why lie and say that I refused to check in carry on .","","","","","",""
"b01_0095","conv_410199","410199","2017-10-09 22:10:48","random","I need @AmericanAir help tracking lost luggage #AmericanAirlines","","","","","",""
"b01_0096","conv_415845","415845","2017-10-10 01:21:59","random","Terrible customer service and treatment at LAX today from @AmericanAir charging double for a carry-on bag","","","","","",""
"b01_0097","conv_450985","450985","2017-11-30 21:30:00","random","@AmericanAir Flight from PBI TO ORD delayed because a flight attended is stuck in traffic?? What happens if I miss my connection? #airlines #AmericanAirlines #late #travel #fly #flight","","","","","",""
"b01_0098","conv_46982","46982","2017-11-01 16:39:50","random","Hey @americanair @116462 sweet in-flight movies! I,Robot! First Garfield Spiderman! Unfaithful! It's like having CVS $5 DVD bin right with me!","","","","","",""
"b01_0099","conv_522782","522782","2017-12-02 04:12:27","random","@AmericanAir WiFi marketed flight but no WiFi available. What gives? https://t.co/l30JiJNwFT","","","","","",""
"b01_0100","conv_557335","557335","2017-12-02 21:25:11","random","Y’all, for realzies, @AmericanAir wants you to take adv of this “ltd time,” multi-year offer. 😡 Does @117157 or @749 compensate for this? https://t.co/EYlG8UWVdE","","","","","",""
"b01_0101","conv_562512","562512","2017-12-02 23:00:07","random","@AmericanAir im on 1809 to msy you can take me off of 733","","","","","",""
"b01_0102","conv_583161","583161","2017-12-03 11:06:00","random","@AmericanAir When is the Flagship Lounge at LAX going to open?","","","","","",""
"b01_0103","conv_602886","602886","2017-12-03 22:18:47","random","@AmericanAir I am not a big dude and I can barely fit in your seats on a 737-800.  Ridiculous.","","","","","",""
"b01_0104","conv_632306","632306","2017-11-22 16:04:56","random","Was just told by @AmericanAir that a change fee of 50% of my original ticket is fair because I should buy their insurance. Wow. Trip is still 4 months out. I don't see anything fair about gouging customers to sell insurance. A fee is fair. A 50% fee is shameful.","","","","","",""
"b01_0105","conv_645246","645246","2017-11-22 18:12:37","random","Another flight delay because @AmericanAir can never schedule 2 flight attendants for one flight🙄🙄🙄","","","","","",""
"b01_0106","conv_656977","656977","2017-10-05 13:15:20","random","My 10pm @AmericanAir flight was already listed as delayed by 8am so this ought to be a delightful travel day.","","","","","",""
"b01_0107","conv_661923","661923","2017-11-23 00:25:08","random","Hey @AmericanAir. Flight 4949 flight attendant named Josh. Guy is an all star with a solid in-flight comedy routine to boot. This man deserves a raise!","","","","","",""
"b01_0108","conv_697114","697114","2017-10-05 22:54:58","random","How does @AmericanAir always seem to know when I really need to be somewhere? Chances of me getting home just dropped to zero. Thanks. 🙄","","","","","",""
"b01_0109","conv_727003","727003","2017-10-11 06:23:32","random","When @AmericanAir has @15102 yasss!! https://t.co/Fq72p2Dv0Q","","","","","",""
"b01_0110","conv_732292","732292","2017-10-06 19:08:07","random","@AmericanAir is trying to kill me.","","","","","",""
"b01_0111","conv_769333","769333","2017-10-11 22:23:11","random","@AmericanAir Flight 598 delayed again for four hours. Third bad experience with American airlines. I won't fly with AA anymore.","","","","","",""
"b01_0112","conv_771435","771435","2017-10-12 00:06:34","random","Sooo @AmericanAir , what is yalls plan to fix my friends' honeymoon you ruined? #GetOnThat #ShameOnAA #DontFlyAmericanAirlines 👎🏼✈️ https://t.co/ZQrsmrfdkB","","","","","",""
"b01_0113","conv_773916","773916","2017-10-12 01:39:45","random","@AmericanAir explain this, volunteers who give up their seats get $500 voucher, my wife and I have our flight changed an get “sorry”","","","","","",""
"b01_0114","conv_783533","783533","2017-11-05 14:46:16","random","@131657 am i allowed into @AmericanAir lounge at ord ter4 being oneworld sapphire? Somehow @AmericanAir agents at club thinks qatar is not OW and not letting me in. Do u want a video recording?","","","","","",""
"b01_0115","conv_790828","790828","2017-10-08 01:23:46","random","Very proud to have the families of our employees see their workplace. What the @AmericanAir team does in Tulsa is AAmazing! #greatteam https://t.co/uBgxQRKeqs","","","","","",""
"b01_0116","conv_805729","805729","2017-10-12 17:35:28","random","Had the worst flight with @AmericanAir last night, but at least I’m home","","","","","",""
"b01_0117","conv_854899","854899","2017-10-20 15:51:18","random","@AmericanAir #flightnumber63  14 months old, but 16 hours in the air. https://t.co/utRU97lmVI","","","","","",""
"b01_0118","conv_862333","862333","2017-10-13 14:22:25","random","Can feel the anger emanating from PHL - hubs flight canceled.  Friends waiting. What gives @AmericanAir ? #4861 Fix in sight?","","","","","",""
"b01_0119","conv_870563","870563","2017-10-13 15:22:17","random","@AmericanAir still waiting on my refund for both tickets for flight HKRQIH. Your refund status page isn't working","","","","","",""
"b01_0120","conv_941292","941292","2017-10-13 23:06:27","random","Pretty sure the name of the @AmericanAir game is to delay my flight and make me miss my connection :/","","","","","",""
"b01_0121","conv_1186693","1186693","2017-10-24 23:21:53","targeted","Not cool at @AmericanAir arrived at the gate at 4:10pm and the agent had already given away the upgrade and moved on to # 4. Ridiculous. https://t.co/tWdtOtEsNu","","","","","",""
"b01_0122","conv_1253419","1253419","2017-10-26 05:56:53","targeted","@AmericanAir due to the hurricane we have no hotel! We cancelled our flights with all of the other airlines. Why won't AA provide refund?","","","","","",""
"b01_0123","conv_1278292","1278292","2017-10-26 16:12:12","targeted","@AmericanAir Got married, need to change my last name on my Aadvantage. Tried emailing - Trip is Saturday - let's solve it here! Thanks! :-)","","","","","",""
"b01_0124","conv_1309521","1309521","2017-11-25 20:40:10","targeted","I want to reschedule one of my flights for winter break but the change fee is $200 why is american airlines like this","","","","","",""
"b01_0125","conv_1382254","1382254","2017-10-28 06:20:24","targeted","Gotta love when @AmericanAir delays your flight 3+ hours, then doesn’t let your first class ticket in the lounge. Customer lost.","","","","","",""
"b01_0126","conv_1407676","1407676","2017-11-01 22:15:12","targeted","Thanks to Isaac, @AmericanAir flight attendant extraordinaire on #489 PHX to PGH 11/1. What a great personality!","","","","","",""
"b01_0127","conv_1670374","1670374","2017-11-06 12:19:46","targeted","Who has the absolute worst upgrade process? @AmericanAir by far. https://t.co/cG6bkFpe0P","","","","","",""
"b01_0128","conv_1740133","1740133","2017-11-07 16:43:15","targeted","This is after taking off an hour late from Orlando because they were short a flight attendant. I will NEVER fly @AmericanAir again. NEVER.","","","","","",""
"b01_0129","conv_1749903","1749903","2017-11-07 17:38:40","targeted","This native Texan approves of chili in the @AmericanAir Admirals Club. #truetotexas https://t.co/QQfpsdBjIH","","","","","",""
"b01_0130","conv_1803445","1803445","2017-10-18 01:29:17","targeted","Hey @AmericanAir if I spend my 500 mile upgrade requests &amp; then am sitting behind open seats in first class it kinda adds insult to injury.","","","","","",""
"b01_0131","conv_1839193","1839193","2017-10-17 19:44:21","targeted","Help! #weddingcancelled #SonomaFIRES @AmericanAir charging fees @VirginAmerica giving full refund #keepsonomastrong","","","","","",""
"b01_0132","conv_2098666","2098666","2017-11-20 21:15:01","targeted","@AmericanAir great service today on early flight from MSP to PHX! Food was better than ever! I love being Executive Platinum! American Airlines top notch!","","","","","",""
"b01_0133","conv_227792","227792","2017-10-05 07:50:40","targeted","@AmericanAir Can I use my voucher to pay for my checked bags? Or food? Or Amenities?","","","","","",""
"b01_0134","conv_2319161","2319161","2017-11-13 11:57:36","targeted","30 of 64 on the upgrade list.@AmericanAir Elite status has it perks. I'm just not Elite enough to use them since the merger..","","","","","",""
"b01_0135","conv_2578139","2578139","2017-11-26 20:11:00","targeted","Heading back to NYC LGA. View from seat 2A. Thanks @AmericanAir for such wonderful happy people in Nashville!! Your agents were lovely! And our flight attendant is wonderful! https://t.co/3dLpczufkV","","","","","",""
"b01_0136","conv_2585725","2585725","2017-11-16 23:42:13","targeted","Thanks Susan for single handledly losing a repeated first class customer @americanair","","","","","",""
"b01_0137","conv_2706125","2706125","2017-11-19 22:27:01","targeted","@AmericanAir has the most repulsive and distasteful flight attendant EVER on flight 5218 from TLH to CLT! You really should evaluate how she's speaking to paying passengers! I will be filing a formal complaint!","","","","","",""
"b01_0138","conv_2783714","2783714","2017-11-21 17:21:24","targeted","@AmericanAir my seats were changed from preferred to basic. how do i get a refund for losing the upgrade?","","","","","",""
"b01_0139","conv_2814109","2814109","2017-11-27 02:10:35","targeted","@AmericanAir Disgusting customer service by your gate agents at IAH. Charged me to check my carry on even though it fit in the slot and had been accepted on other AA flights. I expect a refund. Ridiculous. There are a lot of choices.","","","","","",""
"b01_0140","conv_2925107","2925107","2017-11-29 03:09:30","targeted","WTF @AmericanAir ... I pay first class &amp; the priority pass so I can have a decent food during the flight and for my luggage to be before than the ones who didn’t pay extra. But no! The food was cold and I am still waiting for my luggage to come out. I expected more from you.","","","","","",""
"b01_0141","conv_441977","441977","2017-10-11 10:45:20","targeted",".@americanair JFK - MIA #consulting #early (@ American Airlines Flagship Lounge - @americanair in Jamaica, NY) https://t.co/k8wI3R6h7o","","","","","",""
"b01_0142","conv_466955","466955","2017-12-01 04:24:40","targeted","@AmericanAir when are you going to tell me if I know my flight from PHL to BOS is going to leave as scheduled I have a flight to catch out of Bos to Portugal I need to know can I cancel now with a refund?? Let consumers know the truth","","","","","",""
"b01_0143","conv_596428","596428","2017-12-03 19:08:49","targeted","At least one non grouchy flight attendant on @AmericanAir today!    He needs to work for @SouthwestAir where w the all nice attendants there","","","","","",""
"b01_0144","conv_607619","607619","2017-11-22 11:33:10","targeted","Much thanks to @AmericanAir for looking out and extending the complimentary upgrade to Chicago.","","","","","",""
"b01_0145","conv_834249","834249","2017-10-13 07:28:40","targeted","the suspense of either having a business class bed for the 12hr flight ..or a middle seat in between two people snoring @AmericanAir https://t.co/YDJQtypK6A","","","","","",""
"b01_0146","conv_939713","939713","2017-10-21 18:35:04","targeted","Gate agent looked @ me in the eye and said we close gate 10 min when the clock showed 12 mins from an @AmericanAir connecting flight! how?!?","","","","","",""
"b01_0147","conv_939721","939721","2017-10-21 18:28:39","targeted","Hey @AmericanAir - Had a refreshingly cheerful and helpful flight attendant, Trisha, flight 3573 for ORD to PIT! Hire people like her!","","","","","",""
"b01_0148","conv_945991","945991","2017-11-25 16:39:38","targeted","Wonderful Flagship Lounge at JFK @AmericanAir https://t.co/6Gmh9xZxpg","","","","","",""
