annotation_id,conversation_id,tweet_id,created_at,sampling_stratum,text_display,primary_intent,secondary_intent,confidence,is_ambiguous,needs_discussion,notes
b02_0011,conv_1300948,1300948,26-10-2017 23:26,random,Currently watching @54487 on the plane 👌#KeepThePromise @AmericanAir @54488,non_support_commentary,,high,,,
b02_0012,conv_1303883,1303883,27-10-2017 01:05,random,Hey @AmericanAir pls check your dms,UNCLEAR,,medium,yes,yes,Requests attention to a DM but the underlying support issue is not visible
b02_0013,conv_1306892,1306892,27-10-2017 02:31,random,"Second delay/plane with maintenance issues today, sick @AmericanAir",flight_delay,,high,,,
b02_0014,conv_1327183,1327183,27-10-2017 11:46,random,"Seriously @AmericanAir how does a plane sit at the gate over night, we board and then it’s determined we have to switch for maintenance?",flight_cancellation_rebooking,,medium,yes,yes,Aircraft switched after boarding due to maintenance; cancellation/rebooking is implied but not explicit
b02_0015,conv_1346981,1346981,16-10-2017 13:53,random,"It's not even 7AM and the amount of bullshit @AmericanAir put me through, I'm over it. Never flying this airline again",general_dissatisfaction,,high,,,
b02_0016,conv_1359534,1359534,27-10-2017 20:07,random,Hola @AmericanAir ! De primera la tripulacion del vuelo 900! Muy muy bien!,praise_and_compliment,,high,,,
b02_0017,conv_1368592,1368592,27-10-2017 21:46,random,Hello @AmericanAir - what time does your flight depart LHR for Dallas on Sunday please - and what time must passengers check in?  Thanks,booking_fees_and_fare_rules,,medium,yes,yes,Flight schedule and check-in information request no dedicated schedule-information intent
b02_0018,conv_1384736,1384736,25-11-2017 21:53,random,@AmericanAir hi why can't I find any direct flights to Manchester UK from ORD for next September? Are they not released yet?,booking_fees_and_fare_rules,,high,,,
b02_0019,conv_1423184,1423184,02-11-2017 09:28,random,After shower and breakfast @AmericanAir arrival lounge at LHR ready for @59309 Pub Com this pm!  Now just need my bag. Life of an EiC!,baggage,,high,,,
b02_0020,conv_1507536,1507536,03-11-2017 13:20,random,"@AmericanAir you are out of your mind $800 to keep my Gold, it was $400 just a few years ago and better service!!!!!",loyalty_and_lounge,,high,,,
b02_0021,conv_1559263,1559263,17-10-2017 03:49,random,S/O @AmericanAir for stranding us in Philly for the night,flight_cancellation_rebooking,,medium,yes,yes,Stranding us for the night strongly suggests a disruption/overnight accommodation situation but the cancellation/rebooking is not explicit
b02_0022,conv_1582399,1582399,30-11-2017 19:51,random,@AmericanAir when will I know if you have a pilot for my Christmas Day flight. Lol,flight_cancellation_rebooking,,medium,yes,yes,Asking whether there will be a pilot for the Christmas flight implies concern about whether the flight will operate
b02_0023,conv_1611613,1611613,05-11-2017 11:54,random,My grandfather and the other 72 local Korean War vets went to DC and just came back to the 239!  #AmericanAirlines @AmericanAir @80819 https://t.co/R0fZjNPnKK,non_support_commentary,,high,,,
b02_0024,conv_1703319,1703319,06-11-2017 21:35,random,@AmericanAir gate attendant required me check bag but when I got on the plane many open spots and even one full open oh bin #inconvenient,baggage,,high,,,
b02_0025,conv_1715383,1715383,17-10-2017 18:07,random,@AmericanAir - What if a passenger does not have the money for a bag fee when they arrive at the airport? How is that handled?,baggage,,high,,,
b02_0026,conv_1736558,1736558,17-10-2017 19:23,random,"Stuck on #Charlotte runway for 1 hr, w/4 yr old; @118580 has major delays due to #winecountryfires; @AmericanAir also forcibly chkd my bag",flight_delay,baggage,medium,yes,yes,Explicitly says stuck on runway for an hour and major delays and also check the bag forcefully
b02_0027,conv_17991,17991,01-11-2017 04:48,random,@AmericanAir look what I came across at the tokyo film festival. https://t.co/52l5IBCsbv,non_support_commentary,,high,,,
b02_0028,conv_1845398,1845398,18-10-2017 12:16,random,"@AmericanAir You charged me $50 to check my carry on at the gate, since I was in group 9.  Since when do you sell economy tickets that you have to pay for a carry on?!",baggage,,high,,,
b02_0029,conv_1851682,1851682,18-10-2017 23:28,random,"@AmericanAir Hello! Any plans to modernize the way you redeem vouchers? It’s a painful, antiquated system.",booking_fees_and_fare_rules,,high,,,
b02_0030,conv_1889676,1889676,22-10-2017 14:59,random,"Hey @AmericanAir , I’ll never fly y’all again. Y’all are terrible. #TeamSouthWest @SouthwestAir",general_dissatisfaction,,high,,,
b02_0031,conv_1893082,1893082,30-11-2017 20:50,random,.@AmericanAir I just wanted to say what a great flight and crew we just had on AA #151 Paris to Chicago! Thank you,praise_and_compliment,,high,,,
b02_0032,conv_1900605,1900605,23-10-2017 22:37,random,@AmericanAir I am going on my 10th hour of sitting at Logan Airport waiting for delayed flights.  How about an admirals club pass next time?,flight_delay,,high,,,
b02_0033,conv_1909123,1909123,24-10-2017 18:29,random,Two delays and now a cancellation.  @AmericanAir you suck!,flight_cancellation_rebooking,,high,,,
b02_0034,conv_1947422,1947422,30-10-2017 13:07,random,@AmericanAir now we have computer  problems and were shutting down engines!  WTF?  #MuellerMonday not starting well!  Let’s go!,OTHER,,medium,yes,yes,"Computer problems and shutting down engines are a genuine support/safety-related issue, but don't fit the defined intents cleanly."
b02_0035,conv_2005962,2005962,18-10-2017 19:49,random,No wonder passengers don’t want to check bags. Waiting 90 minutes @74695 for baggage @AmericanAir flight#1728 #scandalous #neveragain https://t.co/zEAZsY3iZU,baggage,,high,,,
b02_0036,conv_205455,205455,04-10-2017 23:00,random,@AmericanAir yall will be receiving a nice lengthy complaint and yelp review,general_dissatisfaction,,high,,,
b02_0037,conv_2062912,2062912,19-10-2017 00:13,random,@AmericanAir  another fail.   Philly flight AA4552.,general_dissatisfaction,,medium,yes,yes,"“Another fail” is clearly negative but gives no actual issue. Could be general dissatisfaction, but context is missing"
b02_0038,conv_2108382,2108382,08-11-2017 02:26,random,My flight on @116450 in Little Rock  cancelled in AM w/ mech. problems...Jacqueline at gate 9 @AmericanAir got me home today #giveheraraise,flight_cancellation_rebooking,,high,,,
b02_0039,conv_2135957,2135957,08-11-2017 20:18,random,"After 10 days away on business, can you tell I’m excited to be heading back to @150414? Take me home, @americanair! ✈️ https://t.co/bjcDRymSoh",non_support_commentary,,high,,,
b02_0040,conv_2152681,2152681,09-11-2017 01:02,random,@AmericanAir just because it's Christmas we must pay outrageous prices for flights to see family? #nogifts #whereisthelove #robbery https://t.co/0BYj6pIILC,booking_fees_and_fare_rules,,high,,,
b02_0041,conv_2189628,2189628,09-11-2017 20:01,random,@AmericanAir been at airport since 4 am its 2 pm flight AA 2327 out of omaha cancelled. Worst company ever,flight_cancellation_rebooking,,high,,,
b02_0042,conv_2218285,2218285,19-10-2017 15:20,random,@AmericanAir just the worst kind of company.  $200 change fees and fare change...It now cost my family $3200 for 3 tickets! Shame on u!!,booking_fees_and_fare_rules,,high,,,
b02_0043,conv_2228662,2228662,10-11-2017 12:20,random,Quick question @AmericanAir if I fly Qatar GRU to EZE in business will I get points? Chart says Middle East to SA. What about within SA?,loyalty_and_lounge,,high,,,
b02_0044,conv_2228693,2228693,10-11-2017 11:15,random,It appears we don't have a #crew for @AmericanAir 4939.  I suspect #operations knew last night that the flight would be delayed this morning.,flight_delay,,high,,,
b02_0045,conv_2245006,2245006,10-11-2017 22:45,random,There is no worse Friday than @AmericanAir in PHL!!!,general_dissatisfaction,,high,,,
b02_0046,conv_2258857,2258857,10-11-2017 23:15,random,Not sure if I should feel hopeful or not: left some things on the plane and have submitted online lost &amp; found report and called @AmericanAir baggage claim as follow up. Any idea on chance I'll get them back? 😑 #kickingmyself,general_dissatisfaction,,high,,,
b02_0047,conv_2264361,2264361,11-11-2017 02:07,random,@AmericanAir on flight 1227 from LAS to ORD right now. You have totally stepped up your toilet paper game. Very impressed!!!,praise_and_compliment,,high,,,
b02_0048,conv_2282623,2282623,26-11-2017 15:27,random,"I have to DEPLANE because the emergency lights on this plane aren’t working. Seriously? At 7:30 am, NO SLEEP and freezing, I don’t know which is worse. 🤦🏽‍♀️ @AmericanAir",OTHER,,medium,yes,yes,Aircraft emergency-light malfunction requiring deplaning. It's a genuine support/safety issue but doesn't fit another taxonomy category.
b02_0049,conv_2307904,2307904,13-11-2017 01:03,random,"Hey @AmericanAir, I &lt;3 you guys, but I need to be honest; CLT E3X gates are a pit of despair. They called group 1,  1-6, &amp; 1-9 within 1 min, making chaos. We were scolded to lift/load our carryons onto tarpped cart w/o help in rain. My sweater is wet, shoes soaked, hair wet. 1/",boarding_and_gate,,high,,,
b02_0050,conv_2344213,2344213,13-11-2017 15:30,random,Another shitty @AmericanAir plane - no TVs or outlets for a cross country flight.,OTHER,,high,,,
b02_0051,conv_2356003,2356003,30-11-2017 19:01,random,"@AmericanAir I just booked my flights for Xmas with you before hearing about your pilot scheduling issue for the holidays, what is your contingency plan? Need to know if I need to rebook ASAP!",flight_cancellation_rebooking,,high,,,
b02_0052,conv_2374634,2374634,14-11-2017 01:08,random,"@AmericanAir #ShameOnYou Delayed flight, charging a fee for a plane ticket that was already bought we arrive and don’t even have a gate? 🙄",flight_delay,,high,,,
b02_0053,conv_2410944,2410944,14-11-2017 15:53,random,And then they were 3. @AmericanAir to start new seasonal DFW-KEF service on June 7 with a 757-200. #avgeek #PaxEx,non_support_commentary,,high,,,
b02_0054,conv_2431700,2431700,14-11-2017 20:57,random,@AmericanAir -dont have any flights ready to take off on time?2nd flight under maintenance in the same day. My vacation would finish in flight itself before takin off  i assume,flight_delay,,high,,,
b02_0055,conv_2438780,2438780,14-11-2017 21:38,random,@AmericanAir is there ever a situation where the change fee is waived? (My meeting is letting out a day early and I want to go home!),booking_fees_and_fare_rules,,high,,,
b02_0056,conv_2471788,2471788,15-11-2017 12:03,random,BIG shoutout of THANKS to all the #GreatestFlyers joining me on the @AmericanAir #AAdventure today! Be sure to get this sticker from the mobile app and use it often while messaging friends and family--you earned it! https://t.co/X4lFsEYPxw,non_support_commentary,,high,,,
b02_0057,conv_2482514,2482514,29-10-2017 23:09,random,@AmericanAir is probably my least favorite airline. Water or juice? Playing music on the tarmac? That's just annoying.,general_dissatisfaction,,high,,,
b02_0058,conv_2513231,2513231,15-11-2017 22:25,random,"I’m generally happy w/ @AmericanAir, but not your best day today. Love, EP customer. #CustomerExperience",general_dissatisfaction,,high,,,
b02_0059,conv_2520491,2520491,26-11-2017 19:23,random,Boredom is not an option on @AmericanAir. Great to have @84660 onboard!!!  / #A319 #DFW https://t.co/QlyzLlKdVq,non_support_commentary,,high,,,
b02_0060,conv_253612,253612,05-10-2017 17:37,random,Just a couple days left of flying with @AmericanAir to @30907 for the best race of the year! Can't wait... #F1 @30908 https://t.co/oXI7gJ9PoD,non_support_commentary,,high,,,
b02_0061,conv_2546983,2546983,30-10-2017 13:16,random,"Heading Back To Warm New,York My Favorite Airline @AmericanAir  / Can't Wait!Hopefully On Time.",praise_and_compliment,,medium,yes,yes,"Calls AA their favorite airline, but “hopefully on time” introduces a concern. Positive evaluation is still dominant"
b02_0062,conv_2610851,2610851,17-11-2017 11:37,random,Can't say I've ever been on an aircraft in flight (commercial one) that's 75+ for the entire flight. Couldn't sleep a wink on this red eye. @AmericanAir needs to get consistency in operations. Aircraft and processes are so different as to dillute the brand experience.,general_dissatisfaction,,high,,,
b02_0063,conv_2614548,2614548,17-11-2017 13:10,random,@AmericanAir hi I need to add my tsa precheck to my ticket today can you help me,booking_fees_and_fare_rules,,medium,yes,yes,"Adding TSA PreCheck to a ticket is a booking/account-related request, but isn't explicitly covered by the taxonomy"
b02_0064,conv_2625738,2625738,30-10-2017 23:22,random,Relajado antes de tomar camino a #LA  @AmericanAir #AdmiralsClub 🍷 #smESPN @51040 ⚾️🎧 https://t.co/lcWz39mLyc,loyalty_and_lounge,,high,,,
b02_0065,conv_2705682,2705682,18-11-2017 16:01,random,"Thanks for the heads up @AmericanAir.  My upcoming flight with you, will surely be my last. I guess thanks for letting me know before you gouged me at the gate. I'll obviously never book with you again. https://t.co/vJSIXYg2TI",general_dissatisfaction,,high,,,
b02_0066,conv_2748745,2748745,20-11-2017 23:10,random,"@AmericanAir bad service, not gonna fly ever again with you guys. #BadCustomerService",general_dissatisfaction,,high,,,
b02_0067,conv_2748756,2748756,20-11-2017 23:09,random,"What a crap experience travelling from #CHO to #DFW via #PHL on @AmericanAir. Delays, lack of urgency, and the slowest shuttle service at PHL has made this experience terrible. #shameonyou #getittogether",flight_delay,,high,,,
b02_0068,conv_2797618,2797618,21-11-2017 22:36,random,yo @AmericanAir teach your employees how to address people kindly without gendering them. just watched a flight attendant consistently misgender all these children.,staff_and_service_complaint,,high,,,
b02_0069,conv_2798778,2798778,21-11-2017 17:34,random,So this happened!  THANK YOU @135926 @AmericanAir  #FlyEaglesFly https://t.co/2cOdfOP6ya,praise_and_compliment,,high,,,
b02_0070,conv_2805447,2805447,22-11-2017 02:41,random,We need to treat our American citizens better than this. The process for customs in Miami was atrocious. My docs had me at wrong gate. Ran and got to right gate on time and they would not let me on. @AmericanAir I’m in disbelief at how I was treated.,praise_and_compliment,,high,,,
b02_0071,conv_282557,282557,06-10-2017 12:22,random,People are lucky I’m not how I used to be and have learned how to keep my anger under control. / Y’all are RUDE and DISRESPECTFUL @AmericanAir,boarding_and_gate,,high,,,
b02_0072,conv_2835136,2835136,27-11-2017 14:47,random,@AmericanAir horrible service at PSP: can't change rewards number and even forgot to put priority tag.15min wasted. Customer service useless,staff_and_service_complaint,,high,,,
b02_0073,conv_2843223,2843223,27-11-2017 17:05,random,@AmericanAir huge issues in paying for ticket (with creditcard) through phone assistance in your offices in Chile.,booking_fees_and_fare_rules,,high,,,
b02_0074,conv_2848511,2848511,27-11-2017 18:25,random,"I 100% got bug bites on an @AmericanAir flight! Their response... “While we usually do not comment, we can say we do not believe that the allegations in the complaint are valid.” #dobetteramerican https://t.co/rQnerOhG2C",OTHER,,high,,,Alleged bug bites on an AA flight. Genuine service/health-related complaint but not represented by the current taxonomy
b02_0075,conv_2912683,2912683,28-11-2017 22:18,random,@AmericanAir sucks! im on an 8pm flight to ORD. 12 seats open on the 6pm and you wont let me on w/o another $75.  Never happens on @SouthwestAir,booking_fees_and_fare_rules,,high,,,
b02_0076,conv_2963635,2963635,29-11-2017 21:31,random,@AmericanAir any word on AA 594 (12/22/17) and AA 596 (1/2/18)? / Can I see my family for Christmas?  / Will I have to fly the plane?,flight_cancellation_rebooking,,medium,yes,yes,Asking whether flights will operate during the pilot-scheduling disruption and whether alternative arrangements are needed
b02_0077,conv_2982191,2982191,30-11-2017 04:22,random,So uh @AmericanAir when do we find out if we need to make other arrangements for Christmas.,flight_cancellation_rebooking,,medium,yes,yes,"Asking whether they need alternative arrangements for Christmas strongly implies possible cancellation/rebooking, but isn't explicit"
b02_0078,conv_2983742,2983742,31-10-2017 21:23,random,@AmericanAir I have 2 rentals that I rented at @208546 overseas. I have provided my AAdvantage number but miles don't show up. Any help?,loyalty_and_lounge,,high,,,
b02_0079,conv_310040,310040,07-10-2017 01:49,random,@AmericanAir get it together in baggage @ Miami Airport.  Multiple flights missing bags that say they’ve arrived.  Waiting 2 hrs &amp; counting,baggage,,high,,,
b02_0080,conv_311134,311134,07-10-2017 02:46,random,@AmericanAir refused a seat to my niece this evening. Had 1 seat available for her to fly home to say goodbye to her dying Mudgie u suck!,seating_and_upgrade,,high,,,
b02_0081,conv_330232,330232,11-10-2017 13:57,random,"Shame on @AmericanAir for trying to pressure newlyweds to ""take the hit"" &amp; repay for our honeymoon trip after their airport customer service",booking_fees_and_fare_rules,,medium,yes,yes,Complaint about having to repay/pay for a honeymoon trip after an airline service issue
b02_0082,conv_367074,367074,08-10-2017 20:04,random,Our @AmericanAir AA714 crew taking good care of us. Home in Philly in an hour and drinkies in the @36218,praise_and_compliment,,high,,,
b02_0083,conv_371940,371940,08-10-2017 22:19,random,"@AmericanAir, any way to send a message to the cockpit of AA1106 while we board?  Need Aux Air back here.. super hot!",OTHER,,high,,,
b02_0084,conv_412767,412767,09-10-2017 23:36,random,@AmericanAir you guys cancelled my flight and forced me to take a $50 taxi to LGA... after telling me I should fly to LA to get to Charlotte,flight_cancellation_rebooking,,high,,,Explicitly says AA cancelled the flight and forced an alternative travel arrangement
b02_0085,conv_423066,423066,10-10-2017 10:10,random,@AmericanAir ridiculous to have maintenance issues on flights first thing in the morning..why not check the plane out at night?  Smh,flight_delay,,high,,,Maintenance issues are causing flight delays; delay is the actionable issue
b02_0086,conv_441691,441691,10-10-2017 17:58,random,I fly @SouthwestAir &amp; rarely have delays. I fly @AmericanAir &amp; always experience multiple delays. Could have driven home faster by now.,flight_delay,general_dissatisfaction,high,,yes,Explicitly compares AA's repeated delays with Southwest's lack of delays
b02_0087,conv_561081,561081,02-12-2017 22:45,random,"I’ve always said that @AmericanAir is my favorite and that I’ve never encountered an issue with them before. Sadly, that ended today, in the most unfortunate of circumstances. Extremely dissatisfied and disappointed 😔",general_dissatisfaction,,high,,,"Strong disappointment/dissatisfaction, but no specific actionable issue is stated"
b02_0088,conv_579553,579553,03-12-2017 10:44,random,The Best Breakfast @AmericanAir Flagship Miami Airport https://t.co/vX8j809QCk,praise_and_compliment,,high,,,Positive evaluation like best breakfast
b02_0089,conv_599552,599552,03-12-2017 20:25,random,@AmericanAir why are standby passengers clearing out of order? https://t.co/i21RuW5J3s,boarding_and_gate,,high,,,Specifically asks about standby passengers clearing in the wrong order; boarding/priority process
b02_0090,conv_601009,601009,03-12-2017 20:58,random,@AmericanAir I’ve been waiting for takeoff for an hour on top of my window being broken which is releasing FREEZING AIR #worstairlineEVER,flight_delay,,high,,,Waiting for takeoff for an hour; the broken window is secondary.
b02_0091,conv_620735,620735,22-11-2017 16:48,random,"@AmericanAir Even though I am not flying this holiday season, I would still like to thank you all for providing great service.  Have a Happy Thanksgiving!",praise_and_compliment,,high,,,
b02_0092,conv_661908,661908,23-11-2017 00:33,random,"@AmericanAir sucks. Plane in original location all day long and they decide to do maintenance and delay 1+ hr, missing connection. F THIS",flight_delay,,high,,,"Maintenance caused a 1+ hour delay and a missed connection. Since the original flight was delayed rather than cancelled, delay wins"
b02_0093,conv_712147,712147,10-10-2017 21:57,random,@americanair Any chance tonight’s JFK to DCA flight can not arrive at 35X? Would be really nice to have a legitimate gate and not wait...,boarding_and_gate,,high,,,Explicit request about the arrival gate/location and waiting there.
b02_0094,conv_772010,772010,12-10-2017 00:27,random,Thank you @AmericanAir for looking out for your customers during tough times! Much appreciated.,praise_and_compliment,,high,,,
b02_0095,conv_793473,793473,12-10-2017 13:36,random,"Feature request @AmericanAir:for round trip search results, keep ‘sort by’ criteria set on outbound, on return flights page #CustomerView1st",OTHER,,high,,,Product/website feature request. The taxonomy deliberately doesn't have a dedicated technical/product-support intent.
b02_0096,conv_891337,891337,13-10-2017 17:53,random,@AmericanAir sucks. They only offered me HALF of what my cancelled flight cost and that doesn't even count the money I missed from work etc.,flight_cancellation_rebooking,,high,,,
b02_0097,conv_894509,894509,20-10-2017 21:23,random,@AmericanAir sent this 50 min ago-no response. Does AA plan to acknowledge Visa dispute USA/Turkey &amp;offer help to those who cant get a visa?,OTHER,,high,,,Visa/security/travel-document issue. Clearly a genuine support issue but outside the defined intents.
b02_0098,conv_958995,958995,22-10-2017 01:11,random,Lateness excuses for last 3 times I flew @AmericanAir : No pilots yet.  Pilot's window won't close. Jetway bridge malfunctioning.  #i'mdone,flight_delay,,high,,,
b02_0099,conv_97808,97808,30-11-2017 16:47,random,@AmericanAir i'm hungry,UNCLEAR,,medium,yes,yes,"“I'm hungry” gives almost no actionable support intent. Could be inflight experience, but that category doesn't exist."
b02_0100,conv_990515,990515,22-10-2017 12:36,random,My @AmericanAir flight got delayed two whole hours...swear y’all trash,flight_delay,,high,,,
